Range,Count,Avg_Price,SMAPE,MAE,Median_Error,Max_Error,Pct_Over_Predicted
Budget ($0-$10),5713,5.600917206371434,122.61396101361906,17.236851361644074,16.886096816530845,58.904999999999994,99.96499212322773
Economy ($10-$20),3863,14.765196738286306,46.497470857151384,8.989303505858743,8.686096816530844,94.25,98.26559668651306
Mid-Range ($20-$30),1976,25.006642206477732,17.560654157018842,4.371143789517832,4.050412156541061,21.903694029850747,38.15789473684211
Premium ($30-$50),1825,38.87551506849315,45.93655455687106,14.527615774197596,14.183903183469159,35.425201277955274,0.7671232876712328
High-End ($50-$100),1245,68.18083534136547,91.15733929483264,43.15695571519954,40.183903183469155,79.49263743455498,0.0
Luxury ($100+),378,166.56421957671958,140.78449050328206,141.0106914488448,111.40041215654107,660.8620013622025,0.0
