iter	Passed	Remaining
303	3211	7352
304	3221	7340
305	3233	7333
306	3243	7320
307	3252	7308
308	3264	7300
309	3274	7287
310	3285	7278
311	3297	7270
312	3308	7261
313	3318	7250
314	3329	7240
315	3339	7227
316	3350	7218
317	3359	7205
318	3369	7192
319	3380	7184
320	3391	7174
321	3402	7164
322	3417	7162
323	3428	7152
324	3436	7138
325	3447	7127
326	3458	7117
327	3467	7104
328	3478	7093
329	3490	7085
330	3501	7076
331	3513	7068
332	3523	7057
333	3533	7045
334	3544	7035
335	3555	7026
336	3564	7013
337	3575	7003
338	3587	6994
339	3599	6987
340	3611	6979
341	3623	6971
342	3633	6960
343	3643	6948
344	3655	6939
345	3664	6926
346	3678	6923
347	3691	6916
348	3706	6912
349	3718	6905
350	3729	6895
351	3742	6888
352	3753	6879
353	3763	6867
354	3774	6857
355	3786	6849
356	3798	6841
357	3810	6833
358	3821	6823
359	3833	6814
360	3842	6801
361	3853	6791
362	3863	6780
363	3873	6767
364	3886	6761
365	3898	6752
366	3909	6742
367	3920	6733
368	3933	6726
369	3944	6715
370	3953	6702
371	3964	6692
372	3973	6679
373	3983	6667
374	3995	6659
375	4006	6649
376	4017	6639
377	4028	6629
378	4040	6620
379	4050	6608
380	4061	6597
381	4070	6585
382	4081	6575
383	4092	6565
384	4104	6556
385	4115	6545
386	4126	6535
387	4136	6524
388	4146	6513
389	4157	6503
390	4168	6492
391	4178	6481
392	4191	6473
393	4203	6465
394	4213	6453
395	4223	6442
396	4234	6432
397	4245	6421
398	4256	6411
399	4268	6402
400	4278	6391
401	4291	6384
402	4303	6374
403	4316	6367
404	4328	6358
405	4345	6357
406	4360	6352
407	4375	6348
408	4386	6338
409	4397	6327
410	4407	6315
411	4418	6305
412	4428	6294
413	4439	6284
414	4452	6277
415	4466	6269
416	4478	6261
417	4492	6254
418	4504	6245
419	4516	6236
420	4527	6226
421	4538	6216
422	4548	6205
423	4558	6192
424	4569	6182
425	4580	6171
426	4590	6159
427	4600	6147
428	4609	6135
429	4619	6123
430	4630	6113
431	4643	6105
432	4654	6095
433	4667	6086
434	4679	6077
435	4690	6067
436	4700	6055
437	4710	6044
438	4720	6032
439	4732	6023
440	4743	6012
441	4756	6004
442	4768	5995
443	4780	5985
444	4790	5974
445	4799	5962
446	4809	5949
447	4821	5940
448	4834	5932
449	4845	5921
450	4855	5911
451	4867	5901
452	4877	5889
453	4887	5877
454	4899	5868
455	4909	5857
456	4919	5845
457	4929	5833
458	4940	5822
459	4949	5810
460	4960	5799
461	4970	5787
462	4980	5776
463	4992	5767
464	5001	5754
465	5012	5743
466	5022	5732
467	5033	5721
468	5044	5711
469	5054	5699
470	5065	5689
471	5075	5678
472	5085	5666
473	5096	5655
474	5106	5644
475	5117	5633
476	5128	5623
477	5140	5613
478	5152	5604
479	5162	5592
480	5171	5580
481	5182	5569
482	5193	5559
483	5204	5548
484	5215	5537
485	5226	5527
486	5237	5516
487	5247	5505
488	5257	5494
489	5267	5482
490	5278	5471
491	5289	5461
492	5301	5452
493	5312	5441
494	5322	5429
495	5333	5419
496	5343	5407
497	5352	5395
498	5362	5383
499	5373	5373
500	5384	5362
501	5393	5350
502	5404	5339
503	5415	5329
504	5427	5320
505	5438	5309
506	5448	5298
507	5457	5285
508	5468	5274
509	5477	5263
510	5487	5251
511	5497	5240
512	5508	5229
513	5520	5219
514	5529	5207
515	5539	5196
516	5549	5185
517	5559	5173
518	5570	5162
519	5581	5152
520	5592	5141
521	5604	5131
522	5613	5119
523	5623	5108
524	5633	5097
525	5643	5085
526	5653	5073
527	5663	5062
528	5674	5052
529	5685	5041
530	5695	5030
531	5705	5019
532	5715	5007
533	5725	4996
534	5735	4984
535	5748	4976
536	5759	4965
537	5769	4954
538	5780	4944
539	5791	4933
540	5803	4924
541	5814	4913
542	5824	4901
543	5834	4890
544	5844	4879
545	5855	4868
546	5867	4858
547	5878	4848
548	5889	4838
549	5899	4827
550	5910	4816
551	5920	4805
552	5929	4793
553	5939	4781
554	5949	4770
555	5959	4758
556	5969	4748
557	5980	4737
558	5991	4726
559	6002	4716
560	6012	4705
561	6023	4694
562	6034	4683
563	6044	4672
564	6057	4663
565	6068	4652
566	6080	4643
567	6093	4634
568	6107	4626
569	6117	4615
570	6128	4604
571	6140	4594
572	6150	4583
573	6162	4573
574	6172	4562
575	6184	4552
576	6195	4541
577	6207	4531
578	6218	4521
579	6229	4510
580	6240	4500
581	6251	4489
582	6262	4479
583	6273	4469
584	6284	4457
585	6293	4446
586	6304	4435
587	6315	4425
588	6324	4413
589	6336	4403
590	6347	4392
591	6357	4381
592	6369	4371
593	6382	4362
594	6391	4350
595	6401	4339
596	6412	4328
597	6423	4317
598	6433	4307
599	6443	4295
600	6454	4284
601	6464	4274
602	6476	4263
603	6487	4253
604	6498	4242
605	6508	4231
606	6518	4220
607	6529	4210
608	6540	4198
609	6550	4188
610	6561	4177
611	6573	4167
612	6584	4156
613	6596	4146
614	6606	4135
615	6620	4127
616	6631	4116
617	6642	4105
618	6653	4095
619	6665	4085
620	6676	4074
621	6688	4064
622	6699	4054
623	6710	4043
624	6720	4032
625	6730	4021
626	6742	4010
627	6754	4001
628	6767	3991
629	6779	3981
630	6789	3970
631	6799	3959
632	6809	3947
633	6820	3937
634	6835	3928
635	6845	3917
636	6856	3907
637	6867	3896
638	6878	3886
639	6890	3875
640	6901	3865
641	6911	3854
642	6924	3844
643	6937	3834
644	6948	3824
645	6959	3813
646	6970	3802
647	6979	3791
648	6989	3780
649	7000	3769
650	7010	3758
651	7020	3747
652	7032	3736
653	7043	3726
654	7052	3714
655	7061	3703
656	7072	3692
657	7083	3681
658	7093	3670
659	7102	3659
660	7113	3648
661	7125	3637
662	7135	3627
663	7146	3616
664	7156	3605
665	7167	3594
666	7177	3583
667	7187	3571
668	7197	3561
669	7207	3550
670	7218	3539
671	7228	3528
672	7240	3517
673	7249	3506
674	7260	3495
675	7271	3485
676	7282	3474
677	7292	3463
678	7302	3452
679	7312	3441
680	7324	3430
681	7334	3419
682	7344	3408
683	7355	3398
684	7366	3387
685	7375	3376
686	7388	3366
687	7399	3355
688	7410	3344
689	7421	3334
690	7432	3323
691	7442	3312
692	7453	3302
693	7463	3290
694	7474	3280
695	7485	3269
696	7495	3258
697	7506	3247
698	7518	3237
699	7529	3226
700	7542	3217
701	7555	3207
702	7566	3196
703	7578	3186
704	7590	3176
705	7605	3167
706	7616	3156
707	7628	3146
708	7639	3135
709	7650	3125
710	7662	3114
711	7673	3103
712	7685	3093
713	7696	3082
714	7708	3072
715	7719	3061
716	7731	3051
717	7744	3041
718	7754	3030
719	7764	3019
720	7774	3008
721	7783	2997
722	7795	2986
723	7806	2975
724	7816	2964
725	7827	2954
726	7840	2944
727	7852	2933
728	7863	2923
729	7873	2912
730	7884	2901
731	7894	2890
732	7904	2879
733	7914	2868
734	7925	2857
735	7935	2846
736	7947	2835
737	7959	2825
738	7970	2815
739	7981	2804
740	7992	2793
741	8003	2782
742	8014	2772
743	8024	2761
744	8035	2750
745	8046	2739
746	8058	2729
747	8069	2718
748	8079	2707
749	8090	2696
750	8101	2686
751	8112	2675
752	8123	2664
753	8134	2654
754	8145	2643
755	8157	2632
756	8169	2622
757	8180	2611
758	8191	2601
759	8201	2590
760	8211	2579
761	8222	2568
762	8233	2557
763	8243	2546
764	8254	2535
765	8266	2525
766	8276	2514
767	8286	2503
768	8298	2492
769	8309	2482
770	8320	2471
771	8331	2460
772	8342	2449
773	8356	2440
774	8369	2429
775	8379	2418
776	8389	2407
777	8401	2397
778	8412	2386
779	8422	2375
780	8432	2364
781	8442	2353
782	8453	2342
783	8462	2331
784	8473	2320
785	8484	2310
786	8495	2299
787	8505	2288
788	8516	2277
789	8527	2266
790	8536	2255
791	8546	2244
792	8557	2233
793	8567	2222
794	8579	2212
795	8589	2201
796	8599	2190
797	8610	2179
798	8620	2168
799	8631	2157
800	8643	2147
801	8654	2136
802	8665	2125
803	8676	2115
804	8686	2104
805	8694	2092
806	8704	2081
807	8714	2070
808	8723	2059
809	8735	2048
810	8745	2038
811	8756	2027
812	8768	2016
813	8779	2006
814	8789	1995
815	8801	1984
816	8811	1973
817	8822	1962
818	8832	1952
819	8844	1941
820	8854	1930
821	8865	1919
822	8876	1909
823	8886	1898
824	8897	1887
825	8908	1876
826	8922	1866
827	8934	1855
828	8947	1845
829	8957	1834
830	8967	1823
831	8977	1812
832	8988	1801
833	8997	1790
834	9008	1780
835	9018	1769
836	9028	1758
837	9038	1747
838	9049	1736
839	9059	1725
840	9070	1714
841	9082	1704
842	9092	1693
843	9103	1682
844	9114	1671
845	9124	1661
846	9135	1650
847	9146	1639
848	9155	1628
849	9166	1617
850	9176	1606
851	9185	1595
852	9194	1584
853	9205	1573
854	9215	1562
855	9228	1552
856	9238	1541
857	9249	1530
858	9259	1519
859	9269	1509
860	9280	1498
861	9289	1487
862	9297	1476
863	9307	1465
864	9319	1454
865	9328	1443
866	9339	1432
867	9349	1421
868	9359	1410
869	9370	1400
870	9380	1389
871	9390	1378
872	9401	1367
873	9411	1356
874	9422	1346
875	9433	1335
876	9444	1324
877	9455	1313
878	9465	1302
879	9475	1292
880	9484	1281
881	9494	1270
882	9504	1259
883	9517	1248
884	9527	1237
885	9539	1227
886	9550	1216
887	9560	1205
888	9571	1195
889	9581	1184
890	9590	1173
891	9601	1162
892	9611	1151
893	9620	1140
894	9632	1130
895	9642	1119
896	9653	1108
897	9663	1097
898	9673	1086
899	9684	1076
900	9695	1065
901	9706	1054
902	9717	1043
903	9729	1033
904	9739	1022
905	9749	1011
906	9759	1000
907	9770	989
908	9780	979
909	9789	968
910	9800	957
911	9810	946
912	9821	935
913	9832	925
914	9844	914
915	9855	903
916	9865	892
917	9875	882
918	9884	871
919	9895	860
920	9905	849
921	9915	838
922	9926	828
923	9937	817
924	9947	806
925	9959	795
926	9970	785
927	9980	774
928	9991	763
929	10003	752
930	10013	742
931	10023	731
932	10033	720
933	10042	709
934	10053	698
935	10063	688
936	10073	677
937	10084	666
938	10094	655
939	10105	645
940	10118	634
941	10129	623
942	10141	613
943	10151	602
944	10162	591
945	10173	580
946	10184	569
947	10195	559
948	10206	548
949	10217	537
950	10227	526
951	10239	516
952	10249	505
953	10260	494
954	10270	483
955	10283	473
956	10293	462
957	10303	451
958	10314	440
959	10324	430
960	10334	419
961	10344	408
962	10355	397
963	10365	387
964	10375	376
965	10386	365
966	10395	354
967	10406	344
968	10417	333
969	10428	322
970	10443	311
971	10456	301
972	10468	290
973	10477	279
974	10489	268
975	10500	258
976	10512	247
977	10525	236
978	10538	226
979	10550	215
980	10564	204
981	10575	193
982	10589	183
983	10600	172
984	10610	161
985	10620	150
986	10631	140
987	10644	129
988	10656	118
989	10670	107
990	10682	97
991	10694	86
992	10705	75
993	10717	64
994	10727	53
995	10741	43
996	10752	32
997	10762	21
998	10773	10
999	10784	0
