iter	RMSE
378	0.6459616509
379	0.6459240686
380	0.6458402487
381	0.6457477786
382	0.6456877528
383	0.6455410616
384	0.6454566611
385	0.6453615501
386	0.6453307315
387	0.6452437818
388	0.645183774
389	0.6451130924
390	0.6450596966
391	0.6449686814
392	0.6448448606
393	0.6446806587
394	0.6446340674
395	0.6445213972
396	0.6444453928
397	0.6444296654
398	0.6443247005
399	0.6442522018
400	0.6441550531
401	0.6440388717
402	0.6439582265
403	0.6438471247
404	0.6437839465
405	0.643629243
406	0.6435142218
407	0.6434261768
408	0.6433651831
409	0.6433146698
410	0.6432021316
411	0.6430765606
412	0.6429833529
413	0.6429580039
414	0.6428657326
415	0.6427516537
416	0.6427173603
417	0.6426678824
418	0.6425801047
419	0.6425210026
420	0.6424467577
421	0.6423534695
422	0.6422615243
423	0.6421616391
424	0.6420557563
425	0.6419687148
426	0.641912388
427	0.6418092703
428	0.6417381878
429	0.6416799446
430	0.6416089284
431	0.641584299
432	0.641494604
433	0.6413834075
434	0.6412758706
435	0.6412124829
436	0.64111571
437	0.6410171806
438	0.6409685642
439	0.6408891656
440	0.640817494
441	0.6407155334
442	0.6405765242
443	0.6405035049
444	0.6404435671
445	0.6403648873
446	0.6402472322
447	0.6401731234
448	0.6401321307
449	0.6400569322
450	0.6399542392
451	0.639839525
452	0.6397867332
453	0.6397118582
454	0.6396921943
455	0.6396204351
456	0.6395236483
457	0.6394182419
458	0.6393691515
459	0.6392748899
460	0.6391929462
461	0.6390689241
462	0.6390476312
463	0.6389281077
464	0.6388705106
465	0.6387787955
466	0.638713649
467	0.6386484333
468	0.6385941368
469	0.6385324001
470	0.6384854531
471	0.6383771589
472	0.6383004267
473	0.6382584557
474	0.6381959164
475	0.6381146084
476	0.6380278987
477	0.6379389855
478	0.6378752644
479	0.6378723549
480	0.6377865642
481	0.6377455951
482	0.6376667518
483	0.6375984634
484	0.6375062274
485	0.63739838
486	0.6373325475
487	0.6372620455
488	0.6372033373
489	0.6371233273
490	0.6370447004
491	0.6369784752
492	0.6369230427
493	0.6368160447
494	0.636788882
495	0.6366997266
496	0.636640012
497	0.6365890752
498	0.6365175995
499	0.6364281037
500	0.636341638
501	0.636300701
502	0.6362916357
503	0.636209953
504	0.6361173575
505	0.636028171
506	0.6360049909
507	0.6359142355
508	0.6358891055
509	0.6358095534
510	0.6357601127
511	0.6356783964
512	0.6356094732
513	0.6355074328
514	0.6354438855
515	0.6353675336
516	0.6353394215
517	0.635296366
518	0.6352525214
519	0.6351422262
520	0.635075778
521	0.6350033025
522	0.6349691255
523	0.6349029367
524	0.6348255114
525	0.6347377529
526	0.6346360173
527	0.6345931253
528	0.634520382
529	0.634452858
530	0.6344008899
531	0.634315856
532	0.6342640693
533	0.6341836086
534	0.634177062
535	0.6340911158
536	0.6340448424
537	0.6339823196
538	0.6339181686
539	0.6338476808
540	0.6337672486
541	0.6336395649
542	0.6335416897
543	0.6334555414
544	0.6333960371
545	0.6333447708
546	0.6333250475
547	0.6332264351
548	0.6331885581
549	0.6331655549
550	0.6331246818
551	0.6330450836
552	0.632994857
553	0.632896261
554	0.6328086342
555	0.6327702839
556	0.6327028713
557	0.6326408386
558	0.6325852113
559	0.6325153952
560	0.6324034525
561	0.6323364978
562	0.6322329857
563	0.6322013975
564	0.6321634222
565	0.6321046128
566	0.6320677699
567	0.6319918025
568	0.6319294409
569	0.6318423602
570	0.631756535
571	0.6317025553
572	0.6316225515
573	0.6315443413
574	0.6314413852
575	0.631400114
576	0.631332158
577	0.6312024813
578	0.6311098626
579	0.631061496
580	0.630960179
581	0.6308733796
582	0.6308052855
583	0.6307138929
584	0.630614874
585	0.6305330539
586	0.6305107485
587	0.6304325892
588	0.6303495104
589	0.6302554656
590	0.6302127955
591	0.6301377382
592	0.6300796865
593	0.6300108229
594	0.629925585
595	0.6298358805
596	0.629795417
597	0.6297566632
598	0.6296745303
599	0.6296343468
600	0.6295570129
601	0.6294406494
602	0.6293446846
603	0.6292487672
604	0.6291405485
605	0.6291077446
606	0.629014205
607	0.6289260256
608	0.6288378742
609	0.6287596668
610	0.6287410546
611	0.6286396949
612	0.6285526484
613	0.6285004074
614	0.6283932859
615	0.6283121464
616	0.6282654465
617	0.6282247442
618	0.6281401241
619	0.6280766599
620	0.6280018081
621	0.627905147
622	0.6278176
623	0.6277382859
624	0.6276785508
625	0.6275844029
626	0.6275215272
627	0.6274627292
628	0.627367831
629	0.627302399
630	0.6272538488
631	0.6271831372
632	0.62712614
633	0.627097792
634	0.6270333459
635	0.6270210549
636	0.6269839406
637	0.6269729477
638	0.6269668476
639	0.6269233625
640	0.6268571765
641	0.6267839195
642	0.6267164971
643	0.6266567664
644	0.6265946585
645	0.6265000615
646	0.6264199944
647	0.6263682733
648	0.6263164993
649	0.6262521791
650	0.6261754317
651	0.6261137807
652	0.6260575419
653	0.6259832493
654	0.6259045749
655	0.625841095
656	0.6257372281
657	0.6256647513
658	0.6256053977
659	0.6255444086
660	0.6254682254
661	0.6253969769
662	0.6253505085
663	0.6252895177
664	0.6252031392
665	0.6251503149
666	0.6250855068
667	0.6250820901
668	0.6250467874
669	0.6250165008
670	0.6249470212
671	0.6249012844
672	0.6248600652
673	0.6248093904
674	0.6247661682
675	0.6246955281
676	0.6246632244
677	0.6246006261
678	0.624517243
679	0.6244567946
680	0.6243684797
681	0.6243243225
682	0.6242789239
683	0.6242462052
684	0.6241549462
685	0.6241126424
686	0.6240743927
687	0.6240248835
688	0.6239225419
689	0.6238687137
690	0.623801641
691	0.6237203872
692	0.6236342762
693	0.6235755117
694	0.6235289281
695	0.6234691571
696	0.6233723218
697	0.623305042
698	0.6232378126
699	0.623114288
700	0.6230481427
701	0.6230057627
702	0.6229401353
703	0.6228988087
704	0.6228398423
705	0.6227811815
706	0.6226919699
707	0.6226309926
708	0.6226002605
709	0.6225267243
710	0.6224420997
711	0.622394589
712	0.6223302736
713	0.6222890216
714	0.6222107949
715	0.6221247029
716	0.6220418242
717	0.6219942237
718	0.6219554519
719	0.6219034666
720	0.6218192264
721	0.6217887947
722	0.6216845879
723	0.6216184419
724	0.6215896744
725	0.6215114877
726	0.6214493986
727	0.6213760486
728	0.621295956
729	0.6212948828
730	0.6212482362
731	0.6211656031
732	0.6211224786
733	0.6210637593
734	0.6209868806
735	0.6209367991
736	0.6209305441
737	0.6208423188
738	0.6207734904
739	0.6206777024
740	0.620571876
741	0.6205190339
742	0.620480725
743	0.6204795703
744	0.6204110088
745	0.6203338248
746	0.6203199644
747	0.6202552427
748	0.6201688358
749	0.6201116039
750	0.6199964511
751	0.6199196463
752	0.6198510867
753	0.6197525451
754	0.6196953165
755	0.6196519655
756	0.6195836103
757	0.6195300808
758	0.6194818226
759	0.6194156145
760	0.6193436542
761	0.6192685444
762	0.619197066
763	0.6191363543
764	0.6190773585
765	0.6190132779
766	0.6189727664
767	0.6189232545
768	0.618877202
769	0.6188010726
770	0.6187361744
771	0.6186492956
772	0.6185247133
773	0.6184513782
774	0.618415375
775	0.6183657206
776	0.6183169492
777	0.6182764076
778	0.618201975
779	0.6181389343
780	0.6180800088
781	0.6180092007
782	0.6179509998
783	0.6178792335
784	0.6178405936
785	0.6177698463
786	0.6177143946
787	0.6176550562
788	0.6175864596
789	0.6175248092
790	0.6174591316
791	0.6174188642
792	0.6173433514
793	0.617300112
794	0.6172517018
795	0.6172288736
796	0.6171622984
797	0.6171004968
798	0.6170466104
799	0.6170379975
800	0.6169189996
801	0.616861149
802	0.6168182123
803	0.6167197944
804	0.6166884442
805	0.6166405913
806	0.6166080885
807	0.6165714324
808	0.6165365628
809	0.6164832186
810	0.6164347945
811	0.6163947663
812	0.6163390831
813	0.6162184665
814	0.616184647
815	0.6161370718
816	0.6160853675
817	0.6160393705
818	0.6160046074
819	0.6159545789
820	0.6158944115
821	0.6158461945
822	0.6157938435
823	0.6157300319
824	0.615625272
825	0.6155464284
826	0.6154642655
827	0.6154069299
828	0.6153775049
829	0.6152773034
830	0.6152042679
831	0.6151435496
832	0.6150823069
833	0.6150184336
834	0.614939251
835	0.6148546745
836	0.6147991567
837	0.6147158134
838	0.6147033155
839	0.6146428441
840	0.6145963345
841	0.6145272222
842	0.6144955833
843	0.6144494137
844	0.6143615
845	0.6143077889
846	0.6142497226
847	0.6141854575
848	0.6141443984
849	0.6140865124
850	0.6140361623
851	0.6140129299
852	0.6139474466
853	0.613885138
854	0.6138630496
855	0.6138043825
856	0.6137767366
857	0.6137325803
858	0.6136802511
859	0.6136270777
860	0.6135501379
861	0.6134960796
862	0.6134387907
863	0.6133960106
864	0.6133419406
865	0.6133118852
866	0.6132569405
867	0.613203282
868	0.6131412312
869	0.6130712098
870	0.6130151721
871	0.612969237
872	0.6129448896
873	0.6128887902
874	0.6128366216
875	0.6127936145
876	0.6127464184
877	0.6126912478
878	0.6126362273
879	0.6125907402
880	0.6125409277
881	0.6124988418
882	0.6124567166
883	0.6123671629
884	0.6123186699
885	0.6122638532
886	0.6122219266
887	0.612142498
888	0.6120703971
889	0.6119964204
890	0.6119339142
891	0.6118708244
892	0.6118145239
893	0.6117277757
894	0.611691573
895	0.611640525
896	0.611575684
897	0.6115190565
898	0.6114763763
899	0.6114180182
900	0.6113435003
901	0.6113042697
902	0.6112624153
903	0.6112121271
904	0.6111640307
905	0.6111492885
906	0.6110825426
907	0.6110305865
908	0.6109732345
909	0.6109126711
910	0.6108332763
911	0.6107830499
912	0.6107318184
913	0.6106866237
914	0.6106237548
915	0.6105725517
916	0.610519753
917	0.6104545743
918	0.6103931547
919	0.6103445883
920	0.6102695017
921	0.6102019599
922	0.6101749455
923	0.6101153181
924	0.6100455644
925	0.6100223427
926	0.6100198339
927	0.6099560385
928	0.6098960053
929	0.6098612762
930	0.6098037386
931	0.6097560292
932	0.6096636331
933	0.609613643
934	0.6095424311
935	0.6094903435
936	0.6094192169
937	0.6093818198
938	0.6093374695
939	0.6092770474
940	0.6092094137
941	0.6091559274
942	0.6091186329
943	0.6090675745
944	0.6090080255
945	0.6089196554
946	0.6088621954
947	0.6088077696
948	0.6087234471
949	0.6086584543
950	0.608616264
951	0.6085715457
952	0.6085117921
953	0.6084623244
954	0.6084153089
955	0.6083799898
956	0.6083157387
957	0.6082412298
958	0.6082117725
959	0.608160329
960	0.60810852
961	0.6080321057
962	0.6080143987
963	0.6079655762
964	0.6079648136
965	0.6079170382
966	0.6078455303
967	0.6078018587
968	0.6077542715
969	0.6076894761
970	0.6076419719
971	0.6076395929
972	0.6075942484
973	0.6075291071
974	0.6074897368
975	0.6074173451
976	0.6073553486
977	0.607289616
978	0.607213983
979	0.6071793807
980	0.6071212076
981	0.6070847043
982	0.6070560011
983	0.60704039
984	0.606954294
985	0.6069057724
986	0.6068512766
987	0.6068043893
988	0.6067518747
989	0.6067117373
990	0.6066703793
991	0.6066274148
992	0.606575066
993	0.6064770313
994	0.6064320657
995	0.6063634754
996	0.6062886729
997	0.6062505866
998	0.6061865625
999	0.6061240881
