iter	RMSE
732	24.67701792
733	24.66617796
734	24.66056954
735	24.65949219
736	24.6583095
737	24.65387074
738	24.64925668
739	24.64745556
740	24.64356633
741	24.63756977
742	24.629949
743	24.62464148
744	24.62351392
745	24.62343364
746	24.62066169
747	24.61895547
748	24.61419547
749	24.61036512
750	24.60911333
751	24.60625777
752	24.60446494
753	24.59990127
754	24.59852609
755	24.59442649
756	24.58980213
757	24.58664421
758	24.5812123
759	24.57962627
760	24.57590217
761	24.56955459
762	24.56689766
763	24.56402582
764	24.56049654
765	24.55570814
766	24.55465987
767	24.55389027
768	24.55233223
769	24.54752027
770	24.54308232
771	24.54207513
772	24.53875604
773	24.53650324
774	24.53399732
775	24.53143856
776	24.52897167
777	24.52507139
778	24.52170773
779	24.5171783
780	24.51414336
781	24.5119006
782	24.50952665
783	24.50469383
784	24.49196758
785	24.49072914
786	24.48553885
787	24.48097125
788	24.47609767
789	24.46548848
790	24.46089803
791	24.4594591
792	24.45559479
793	24.45091524
794	24.44739017
795	24.44419456
796	24.44196708
797	24.43971441
798	24.43556951
799	24.43481578
800	24.42777617
801	24.42663335
802	24.42319741
803	24.4159601
804	24.41474242
805	24.41144895
806	24.41083238
807	24.40387106
808	24.40029004
809	24.39587159
810	24.39132293
811	24.38895707
812	24.38535708
813	24.38378131
814	24.38367015
815	24.38022736
816	24.37634662
817	24.37266173
818	24.36842876
819	24.36561806
820	24.36264213
821	24.35931073
822	24.35536255
823	24.34678252
824	24.34328878
825	24.33930578
826	24.33687217
827	24.33159051
828	24.32880089
829	24.32348505
830	24.32095616
831	24.31700525
832	24.3144252
833	24.31014159
834	24.30638139
835	24.30628179
836	24.30226074
837	24.29892571
838	24.29539847
839	24.29132397
840	24.2861102
841	24.28203543
842	24.28193978
843	24.28025099
844	24.27722648
845	24.27650237
846	24.27509283
847	24.27232953
848	24.26988243
849	24.26858424
850	24.26756473
851	24.26745521
852	24.26738999
853	24.266194
854	24.26176445
855	24.25972916
856	24.25879316
857	24.25649069
858	24.25413945
859	24.25281647
860	24.25109957
861	24.24857258
862	24.24682464
863	24.24542552
864	24.24094053
865	24.2386821
866	24.23733253
867	24.23433382
868	24.23026442
869	24.22657151
870	24.22342274
871	24.22049646
872	24.21647621
873	24.21554795
874	24.21311299
875	24.21002824
876	24.20866545
877	24.20512969
878	24.20228867
879	24.20040087
880	24.19832675
881	24.19527972
882	24.19154908
883	24.18695573
884	24.1822445
885	24.17949077
886	24.17815007
887	24.17344589
888	24.1701945
889	24.16839913
890	24.16577376
891	24.16362488
892	24.1615349
893	24.1585285
894	24.15618324
895	24.1528128
896	24.15027731
897	24.15021055
898	24.15014651
899	24.14695896
900	24.14633432
901	24.14056562
902	24.13576921
903	24.13465113
904	24.13004113
905	24.12915015
906	24.11898467
907	24.1086593
908	24.10774229
909	24.10359361
910	24.10054951
911	24.09278368
912	24.08974325
913	24.08695396
914	24.08484243
915	24.08307972
916	24.08029865
917	24.07940411
918	24.07617356
919	24.07101808
920	24.06829444
921	24.06475544
922	24.06275004
923	24.06162555
924	24.06078464
925	24.05689397
926	24.05325537
927	24.04830468
928	24.04469489
929	24.03501585
930	24.03237177
931	24.02889058
932	24.02567565
933	24.01946711
934	24.01711
935	24.01552446
936	24.01464629
937	24.01060757
938	24.00766258
939	24.0057711
940	24.00167204
941	23.99914368
942	23.99890494
943	23.99835084
944	23.99519939
945	23.9911953
946	23.99031969
947	23.98933273
948	23.98868973
949	23.98685542
950	23.98335191
951	23.98036831
952	23.97828378
953	23.97705671
954	23.96645249
955	23.96300914
956	23.96002464
957	23.9574224
958	23.95305637
959	23.94941683
960	23.94781164
961	23.94594423
962	23.94383991
963	23.94084539
964	23.94012824
965	23.93826497
966	23.93718204
967	23.93711915
968	23.933432
969	23.93024321
970	23.92832845
971	23.92650395
972	23.92358619
973	23.92290425
974	23.91874542
975	23.91624961
976	23.91556403
977	23.91283106
978	23.90988278
979	23.90983249
980	23.90869264
981	23.90623516
982	23.90427817
983	23.90173681
984	23.89576676
985	23.89397993
986	23.89200103
987	23.89077522
988	23.88977904
989	23.88747952
990	23.88643474
991	23.88514492
992	23.88223517
993	23.87987589
994	23.87400515
995	23.872857
996	23.87280386
997	23.86970456
998	23.86670936
999	23.86422266
1000	23.86101816
1001	23.85931372
1002	23.85399301
1003	23.85119817
1004	23.85020081
1005	23.84841052
1006	23.84689747
1007	23.84386388
1008	23.84275893
1009	23.83378374
1010	23.8314655
1011	23.82979543
1012	23.82839217
1013	23.82475809
1014	23.81592276
1015	23.81510674
1016	23.81276349
1017	23.8099494
1018	23.80622957
1019	23.80513179
1020	23.80210993
1021	23.79886068
1022	23.79729939
1023	23.79503953
1024	23.79204196
1025	23.78991555
1026	23.78787346
1027	23.78420546
1028	23.78258734
1029	23.78187642
1030	23.77973379
1031	23.77829806
1032	23.77607808
1033	23.77115368
1034	23.76936959
1035	23.76397451
1036	23.76339584
1037	23.75576055
1038	23.75195587
1039	23.75190398
1040	23.74911646
1041	23.7451488
1042	23.74299783
1043	23.73943529
1044	23.7369977
1045	23.73525075
1046	23.73339375
1047	23.73287646
1048	23.73122792
1049	23.72951099
1050	23.72944959
1051	23.72797862
1052	23.72792039
1053	23.72440422
1054	23.72208549
1055	23.72145083
1056	23.71873323
1057	23.7152688
1058	23.71431734
1059	23.70843533
1060	23.70586671
1061	23.70486351
1062	23.69503751
1063	23.69360284
1064	23.69281669
1065	23.69057105
1066	23.68958832
1067	23.68487746
1068	23.68251616
1069	23.6798253
1070	23.67906485
1071	23.67607497
1072	23.67110244
1073	23.66928033
1074	23.66679638
1075	23.66274045
1076	23.65987256
1077	23.65572431
1078	23.65387543
1079	23.65149586
1080	23.65110949
1081	23.64816585
1082	23.64685852
1083	23.64440413
1084	23.64200865
1085	23.63916141
1086	23.63524407
1087	23.63261343
1088	23.63181627
1089	23.62852494
1090	23.62750192
1091	23.62568523
1092	23.62367952
1093	23.62239159
1094	23.62227502
1095	23.62015738
1096	23.61032491
1097	23.6089662
1098	23.60726857
1099	23.60347021
1100	23.60024101
1101	23.59853382
1102	23.59456569
1103	23.59012087
1104	23.58751322
1105	23.58525616
1106	23.58438729
1107	23.58370999
1108	23.58126197
1109	23.57845701
1110	23.57516513
1111	23.57512771
1112	23.57466973
1113	23.57225028
1114	23.5716433
1115	23.56915276
1116	23.55988827
1117	23.55626867
1118	23.55301811
1119	23.54831419
1120	23.54636281
1121	23.54323573
1122	23.53984296
1123	23.53980022
1124	23.53627479
1125	23.53037971
1126	23.52797774
1127	23.52671388
1128	23.52462484
1129	23.52187743
1130	23.52010851
1131	23.51926713
1132	23.51604333
1133	23.51352005
1134	23.50719512
1135	23.50358727
1136	23.50160029
1137	23.5000348
1138	23.49826385
1139	23.4892915
1140	23.48923862
1141	23.48734835
1142	23.48459841
1143	23.48379493
1144	23.48169009
1145	23.48112606
1146	23.47866056
1147	23.47690487
1148	23.4732776
1149	23.47273848
1150	23.46931749
1151	23.45960424
1152	23.45763078
1153	23.45564006
1154	23.451354
1155	23.44812337
1156	23.44468615
1157	23.44274897
1158	23.4382007
1159	23.4330644
1160	23.43086135
1161	23.42980663
1162	23.42765192
1163	23.42556882
1164	23.42114303
1165	23.41951802
1166	23.41654962
1167	23.41217169
1168	23.40773092
1169	23.40541749
1170	23.40210686
1171	23.40123588
1172	23.39816938
1173	23.3981205
1174	23.39734009
1175	23.39726672
1176	23.39238485
1177	23.38464507
1178	23.38368619
1179	23.38041843
1180	23.38037653
1181	23.38034068
1182	23.37832299
1183	23.37368403
1184	23.37365301
1185	23.37175009
1186	23.36864841
1187	23.36815147
1188	23.36461029
1189	23.36068322
1190	23.3592019
1191	23.35828995
1192	23.35603598
1193	23.35593645
1194	23.35519025
1195	23.35452775
1196	23.35303587
1197	23.35221117
1198	23.34991952
1199	23.34773488
1200	23.34561793
1201	23.34296353
1202	23.34104422
1203	23.33885214
1204	23.3382087
1205	23.33540438
1206	23.33317528
1207	23.33159278
1208	23.32831938
1209	23.32649801
1210	23.32394982
1211	23.32307974
1212	23.32130749
1213	23.31991841
1214	23.31565749
1215	23.31333831
1216	23.31046905
1217	23.30790701
1218	23.30437323
1219	23.30392535
1220	23.30330807
1221	23.3003456
1222	23.29743425
1223	23.29242438
1224	23.29103809
1225	23.28856291
1226	23.28572974
