iter	Passed	Remaining
266	3637	23609
267	3649	23587
268	3661	23562
269	3675	23551
270	3688	23531
271	3699	23501
272	3711	23481
273	3725	23467
274	3738	23448
275	3750	23424
276	3761	23400
277	3774	23377
278	3785	23353
279	3799	23337
280	3810	23312
281	3822	23288
282	3833	23258
283	3845	23234
284	3857	23212
285	3869	23190
286	3881	23169
287	3895	23155
288	3907	23131
289	3919	23114
290	3933	23098
291	3946	23084
292	3958	23061
293	3971	23043
294	3982	23019
295	3996	23007
296	4008	22983
297	4020	22963
298	4032	22939
299	4044	22917
300	4055	22894
301	4069	22879
302	4081	22857
303	4093	22835
304	4106	22818
305	4118	22800
306	4130	22780
307	4144	22768
308	4158	22754
309	4169	22730
310	4181	22707
311	4194	22690
312	4206	22673
313	4219	22654
314	4230	22630
315	4242	22610
316	4256	22598
317	4268	22576
318	4279	22552
319	4291	22528
320	4303	22508
321	4315	22488
322	4329	22479
323	4342	22464
324	4354	22440
325	4367	22425
326	4378	22400
327	4389	22375
328	4401	22356
329	4412	22328
330	4424	22309
331	4439	22302
332	4451	22285
333	4464	22266
334	4474	22241
335	4486	22220
336	4498	22197
337	4509	22172
338	4521	22156
339	4535	22142
340	4546	22117
341	4558	22099
342	4570	22080
343	4581	22054
344	4593	22034
345	4605	22016
346	4618	21998
347	4630	21979
348	4641	21959
349	4653	21938
350	4665	21919
351	4679	21909
352	4689	21881
353	4702	21866
354	4714	21844
355	4726	21826
356	4739	21812
357	4753	21801
358	4766	21789
359	4782	21788
360	4797	21781
361	4810	21764
362	4824	21755
363	4836	21738
364	4848	21719
365	4862	21708
366	4876	21700
367	4889	21685
368	4902	21667
369	4914	21649
370	4927	21635
371	4940	21619
372	4953	21606
373	4964	21584
374	4977	21569
375	4990	21555
376	5002	21537
377	5014	21515
378	5025	21494
379	5037	21475
380	5050	21459
381	5062	21442
382	5075	21430
383	5088	21413
384	5101	21399
385	5112	21376
386	5124	21357
387	5137	21343
388	5149	21327
389	5163	21315
390	5174	21294
391	5187	21278
392	5198	21258
393	5212	21248
394	5226	21235
395	5238	21220
396	5252	21207
397	5264	21190
398	5275	21169
399	5287	21150
400	5299	21130
401	5313	21120
402	5325	21101
403	5337	21084
404	5350	21071
405	5362	21054
406	5374	21036
407	5386	21018
408	5399	21005
409	5412	20989
410	5423	20969
411	5437	20958
412	5448	20935
413	5459	20914
414	5472	20901
415	5484	20883
416	5497	20868
417	5510	20856
418	5525	20848
419	5538	20834
420	5549	20813
421	5561	20795
422	5572	20774
423	5582	20751
424	5596	20738
425	5608	20723
426	5621	20709
427	5633	20689
428	5644	20668
429	5656	20653
430	5668	20634
431	5678	20610
432	5690	20592
433	5704	20583
434	5718	20573
435	5730	20554
436	5741	20536
437	5754	20520
438	5766	20504
439	5779	20489
440	5792	20478
441	5806	20466
442	5819	20452
443	5832	20441
444	5843	20419
445	5855	20402
446	5869	20392
447	5882	20377
448	5894	20361
449	5905	20342
450	5918	20328
451	5933	20319
452	5945	20304
453	5957	20285
454	5968	20268
455	5982	20256
456	5994	20239
457	6006	20222
458	6019	20208
459	6031	20193
460	6043	20175
461	6055	20158
462	6067	20140
463	6079	20125
464	6093	20113
465	6104	20096
466	6116	20079
467	6130	20069
468	6144	20057
469	6157	20043
470	6167	20022
471	6180	20008
472	6193	19994
473	6208	19989
474	6220	19972
475	6232	19955
476	6245	19940
477	6256	19922
478	6270	19911
479	6284	19900
480	6298	19889
481	6313	19884
482	6326	19868
483	6339	19857
484	6354	19849
485	6366	19831
486	6377	19812
487	6388	19795
488	6400	19778
489	6413	19765
490	6425	19748
491	6438	19733
492	6451	19720
493	6462	19699
494	6472	19680
495	6485	19665
496	6498	19652
497	6510	19635
498	6522	19619
499	6535	19605
500	6546	19587
501	6559	19574
502	6571	19559
503	6583	19541
504	6595	19526
505	6608	19511
506	6621	19500
507	6635	19489
508	6648	19476
509	6661	19462
510	6673	19444
511	6685	19428
512	6697	19412
513	6709	19398
514	6722	19384
515	6734	19368
516	6746	19352
517	6758	19337
518	6770	19320
519	6782	19303
520	6795	19290
521	6807	19274
522	6818	19256
523	6831	19242
524	6848	19239
525	6860	19224
526	6872	19209
527	6884	19193
528	6895	19173
529	6907	19157
530	6919	19143
531	6931	19127
532	6945	19116
533	6956	19098
534	6968	19082
535	6979	19063
536	6991	19048
537	7002	19030
538	7013	19011
539	7025	18995
540	7037	18980
541	7049	18963
542	7060	18945
543	7074	18935
544	7088	18925
545	7103	18915
546	7116	18904
547	7130	18892
548	7143	18880
549	7158	18871
550	7173	18865
551	7188	18855
552	7200	18842
553	7214	18830
554	7226	18815
555	7240	18805
556	7255	18795
557	7269	18785
558	7282	18773
559	7296	18761
560	7308	18746
561	7320	18730
562	7335	18724
563	7348	18710
564	7362	18700
565	7375	18686
566	7387	18670
567	7399	18655
568	7413	18644
569	7425	18629
570	7436	18610
571	7449	18597
572	7461	18582
573	7475	18571
574	7489	18561
575	7503	18550
576	7515	18533
577	7528	18521
578	7541	18507
579	7555	18496
580	7567	18481
581	7579	18468
582	7592	18453
583	7607	18444
584	7618	18428
585	7631	18415
586	7644	18400
587	7658	18392
588	7672	18379
589	7684	18365
590	7696	18348
591	7710	18339
592	7722	18323
593	7735	18309
594	7747	18293
595	7760	18280
596	7772	18266
597	7786	18255
598	7799	18243
599	7813	18230
600	7826	18218
601	7840	18208
602	7853	18195
603	7867	18183
604	7883	18176
605	7896	18163
606	7908	18149
607	7923	18140
608	7935	18125
609	7949	18114
610	7961	18099
611	7973	18084
612	7986	18069
613	7997	18053
614	8010	18039
615	8022	18024
616	8034	18010
617	8046	17994
618	8059	17980
619	8071	17966
620	8084	17952
621	8098	17942
622	8111	17927
623	8123	17914
624	8135	17898
625	8147	17883
626	8170	17891
627	8187	17886
628	8203	17881
629	8221	17878
630	8234	17865
631	8249	17856
632	8261	17841
633	8272	17824
634	8283	17806
635	8298	17796
636	8310	17782
637	8323	17769
638	8336	17755
639	8348	17741
640	8361	17727
641	8373	17712
642	8385	17695
643	8398	17684
644	8412	17672
645	8426	17661
646	8439	17648
647	8452	17634
648	8465	17621
649	8476	17605
650	8488	17589
651	8501	17576
652	8513	17561
653	8529	17555
654	8541	17540
655	8555	17527
656	8580	17539
657	8593	17526
658	8606	17513
659	8620	17501
660	8635	17492
661	8647	17477
662	8660	17464
663	8672	17449
664	8685	17437
665	8698	17423
666	8711	17409
667	8724	17396
668	8738	17384
669	8751	17371
670	8765	17360
671	8776	17344
672	8788	17329
673	8802	17317
674	8815	17303
675	8829	17292
676	8841	17278
677	8854	17265
678	8865	17248
679	8900	17276
680	8912	17261
681	8923	17244
682	8936	17231
683	8947	17215
684	8960	17200
685	8970	17182
686	8983	17168
687	8996	17155
688	9008	17140
689	9022	17128
690	9034	17113
691	9047	17100
692	9059	17085
693	9069	17067
694	9082	17053
695	9095	17040
696	9109	17029
697	9121	17014
698	9134	17000
699	9147	16988
700	9160	16975
701	9172	16960
702	9182	16942
703	9195	16928
704	9208	16915
705	9222	16903
706	9235	16891
707	9248	16877
708	9261	16863
709	9276	16853
710	9289	16840
711	9301	16825
712	9312	16810
713	9326	16797
714	9339	16784
715	9351	16769
716	9364	16756
717	9377	16744
718	9390	16731
719	9402	16715
720	9414	16700
721	9426	16686
722	9440	16674
723	9454	16662
724	9465	16646
725	9478	16633
726	9492	16621
727	9512	16621
728	9524	16606
729	9537	16593
730	9549	16578
731	9563	16566
732	9574	16549
733	9586	16535
734	9599	16521
735	9610	16505
736	9625	16495
737	9637	16479
738	9649	16466
739	9661	16451
740	9674	16436
741	9686	16422
742	9697	16406
743	9711	16394
744	9722	16378
745	9734	16362
746	9746	16348
747	9760	16337
748	9774	16326
749	9787	16312
750	9799	16297
751	9810	16280
752	9823	16267
753	9834	16252
754	9846	16237
755	9859	16224
756	9873	16212
757	9887	16201
758	9900	16188
759	9912	16172
760	9924	16157
761	9936	16143
762	9950	16131
763	9962	16118
764	9976	16105
765	9988	16091
766	10002	16078
767	10017	16069
768	10030	16056
769	10043	16043
770	10055	16028
771	10067	16013
772	10079	15999
773	10092	15986
774	10107	15977
775	10120	15962
776	10131	15947
777	10143	15932
778	10155	15917
779	10168	15903
780	10181	15891
781	10197	15882
782	10209	15869
783	10221	15853
784	10235	15841
785	10248	15829
786	10261	15816
787	10274	15802
788	10286	15788
789	10299	15775
790	10312	15762
791	10324	15747
792	10336	15733
793	10351	15722
794	10362	15706
795	10375	15693
796	10386	15676
797	10398	15662
798	10411	15649
799	10422	15634
800	10434	15619
801	10447	15605
802	10460	15592
803	10473	15579
804	10484	15563
805	10496	15549
806	10509	15536
807	10522	15523
808	10534	15508
809	10545	15493
810	10559	15481
811	10572	15468
812	10584	15453
813	10596	15438
814	10623	15447
815	10638	15436
816	10651	15423
817	10667	15414
818	10681	15402
819	10694	15389
820	10707	15376
821	10719	15362
822	10732	15349
823	10748	15340
824	10761	15326
825	10773	15312
826	10786	15299
827	10800	15287
828	10812	15273
829	10824	15258
830	10837	15245
831	10849	15230
832	10861	15216
833	10873	15201
834	10884	15186
835	10896	15171
836	10910	15160
837	10923	15146
838	10935	15132
839	10947	15118
840	10961	15106
841	10974	15093
842	10987	15079
843	10999	15066
844	11012	15051
845	11022	15035
846	11033	15019
847	11047	15007
848	11061	14996
849	11075	14984
850	11086	14968
851	11097	14953
852	11109	14938
853	11121	14924
854	11132	14909
855	11145	14895
856	11157	14880
857	11169	14866
858	11181	14852
859	11193	14837
860	11205	14823
861	11219	14811
862	11230	14795
863	11241	14781
864	11254	14767
865	11266	14753
866	11279	14740
867	11292	14727
868	11304	14712
869	11316	14697
870	11327	14682
871	11338	14667
872	11352	14655
873	11364	14641
874	11377	14628
875	11389	14614
876	11401	14599
877	11414	14587
878	11426	14572
879	11438	14557
880	11450	14544
881	11466	14535
882	11479	14521
883	11491	14507
884	11503	14493
885	11516	14480
886	11529	14467
887	11541	14453
888	11554	14439
889	11567	14426
890	11579	14412
891	11593	14400
892	11605	14386
893	11616	14371
894	11629	14357
895	11640	14342
896	11652	14328
897	11664	14314
898	11676	14300
899	11687	14285
900	11699	14271
901	11715	14261
902	11726	14246
903	11740	14233
904	11752	14219
905	11765	14206
906	11778	14193
907	11790	14180
908	11802	14166
909	11814	14151
910	11836	14149
911	11854	14142
912	11868	14130
913	11879	14114
914	11891	14100
915	11904	14088
916	11916	14074
917	11928	14059
918	11939	14044
919	11953	14032
920	11965	14018
921	11979	14006
922	11990	13991
923	12004	13979
924	12016	13965
925	12029	13952
926	12041	13937
927	12053	13924
928	12066	13910
929	12077	13896
930	12090	13882
931	12103	13869
932	12115	13855
933	12125	13839
934	12136	13824
935	12148	13809
936	12159	13794
937	12171	13780
938	12183	13766
939	12195	13752
940	12206	13737
941	12218	13723
942	12227	13705
943	12238	13690
944	12252	13678
945	12265	13665
946	12280	13655
947	12292	13640
948	12304	13626
949	12316	13612
950	12330	13601
951	12343	13587
952	12354	13572
953	12366	13558
954	12379	13545
955	12391	13531
956	12402	13517
957	12414	13503
958	12427	13490
959	12441	13478
960	12454	13465
961	12466	13450
962	12477	13436
963	12490	13422
964	12504	13411
965	12516	13397
966	12528	13383
967	12540	13369
968	12552	13355
969	12564	13341
970	12578	13330
971	12591	13316
972	12603	13302
973	12614	13288
974	12627	13274
975	12639	13260
976	12654	13250
977	12667	13237
978	12678	13222
979	12689	13207
980	12703	13195
981	12716	13182
982	12728	13169
983	12740	13154
984	12751	13139
985	12763	13125
986	12774	13111
987	12785	13096
988	12797	13082
989	12809	13068
990	12820	13053
991	12832	13039
992	12845	13026
993	12856	13011
994	12869	12998
995	12881	12984
996	12892	12969
997	12904	12955
998	12917	12943
999	12927	12927
1000	12941	12915
1001	12954	12902
1002	12966	12889
1003	12981	12878
1004	12994	12865
1005	13007	12851
1006	13019	12838
1007	13031	12824
1008	13047	12814
1009	13059	12801
1010	13070	12786
1011	13082	12772
1012	13094	12758
1013	13106	12744
1014	13120	12733
1015	13133	12719
1016	13145	12706
1017	13156	12690
1018	13168	12677
1019	13181	12664
1020	13194	12651
1021	13204	12636
1022	13215	12621
1023	13227	12607
1024	13241	12595
1025	13253	12581
1026	13264	12567
1027	13277	12554
1028	13288	12539
1029	13299	12524
1030	13312	12512
1031	13324	12498
1032	13335	12483
1033	13348	12470
1034	13359	12455
1035	13370	12441
1036	13382	12427
1037	13395	12414
1038	13409	12402
1039	13420	12387
1040	13432	12374
1041	13444	12361
1042	13459	12349
1043	13470	12335
1044	13485	12324
1045	13498	12311
1046	13511	12298
1047	13523	12284
1048	13535	12271
1049	13545	12255
1050	13557	12241
1051	13569	12228
1052	13580	12213
1053	13591	12199
1054	13604	12186
1055	13617	12172
1056	13628	12158
1057	13640	12144
1058	13651	12130
1059	13664	12117
1060	13676	12104
1061	13690	12091
1062	13702	12078
1063	13715	12065
1064	13726	12051
1065	13739	12038
1066	13750	12024
1067	13763	12010
1068	13775	11997
1069	13787	11983
1070	13800	11970
1071	13811	11956
1072	13823	11942
1073	13836	11929
1074	13849	11916
1075	13863	11905
1076	13876	11892
1077	13888	11878
1078	13901	11865
1079	13914	11852
1080	13927	11840
1081	13940	11827
1082	13952	11814
1083	13969	11804
1084	13980	11789
1085	13992	11776
1086	14003	11761
1087	14014	11747
1088	14026	11733
1089	14037	11719
1090	14048	11704
1091	14060	11691
1092	14071	11676
1093	14083	11662
1094	14096	11650
1095	14108	11637
1096	14121	11623
1097	14133	11610
1098	14145	11597
1099	14158	11584
1100	14170	11571
1101	14183	11557
1102	14195	11544
1103	14207	11531
1104	14222	11519
1105	14235	11506
1106	14247	11493
1107	14259	11479
1108	14271	11466
1109	14282	11451
1110	14296	11439
1111	14309	11426
1112	14322	11414
1113	14334	11400
1114	14345	11386
1115	14358	11373
1116	14371	11360
1117	14382	11346
1118	14395	11333
1119	14408	11321
1120	14421	11308
1121	14432	11294
1122	14444	11280
1123	14455	11266
1124	14466	11252
1125	14480	11239
1126	14493	11226
1127	14505	11213
1128	14519	11201
1129	14532	11188
1130	14543	11174
1131	14554	11160
1132	14565	11146
1133	14576	11131
1134	14588	11118
1135	14601	11105
1136	14613	11091
1137	14625	11078
1138	14639	11066
1139	14652	11053
1140	14665	11040
1141	14677	11027
1142	14690	11014
1143	14703	11001
1144	14715	10988
1145	14729	10976
1146	14741	10962
1147	14754	10949
1148	14766	10937
1149	14778	10923
1150	14792	10911
1151	14803	10897
1152	14817	10884
1153	14840	10879
1154	14850	10864
1155	14863	10852
1156	14877	10840
1157	14891	10827
1158	14903	10814
1159	14916	10801
1160	14930	10789
1161	14942	10776
1162	14955	10763
1163	14968	10750
1164	14980	10737
1165	14992	10723
1166	15006	10711
1167	15018	10698
1168	15030	10684
1169	15042	10671
1170	15054	10657
1171	15066	10644
1172	15077	10630
1173	15089	10616
1174	15101	10603
1175	15114	10590
1176	15125	10576
1177	15138	10563
1178	15149	10549
1179	15160	10535
1180	15172	10521
1181	15182	10507
1182	15195	10494
1183	15207	10480
1184	15220	10467
1185	15231	10454
1186	15243	10440
1187	15254	10426
1188	15266	10413
1189	15280	10401
1190	15292	10387
1191	15305	10374
1192	15318	10361
1193	15329	10347
1194	15339	10333
1195	15352	10320
1196	15364	10307
1197	15376	10293
1198	15389	10281
1199	15404	10269
1200	15415	10255
1201	15429	10243
1202	15440	10229
1203	15452	10216
1204	15465	10203
1205	15478	10190
1206	15490	10177
1207	15504	10165
1208	15516	10151
1209	15529	10138
1210	15541	10125
1211	15552	10111
1212	15563	10097
1213	15574	10083
1214	15588	10071
1215	15602	10059
1216	15612	10045
1217	15625	10031
1218	15635	10017
1219	15648	10004
1220	15659	9990
1221	15671	9977
1222	15683	9964
1223	15695	9950
1224	15707	9937
1225	15718	9923
1226	15730	9910
